server_timestamp,esp32_timestamp,deviceId,sensor1,sensor2,sensor3
2025-09-07T08:08:46.179Z,2025-09-07T08:08:45.860Z,8CBFEA879230,0,0,0.00659513659775257
2025-09-07T08:08:47.203Z,2025-09-07T08:08:46.859Z,8CBFEA879230,0,0,0.0047455416060984135
2025-09-07T08:08:48.198Z,2025-09-07T08:08:47.859Z,8CBFEA879230,0,0,0
2025-09-07T08:08:49.205Z,2025-09-07T08:08:48.859Z,8CBFEA879230,0,0,0.0033926379401236773
2025-09-07T08:08:50.204Z,2025-09-07T08:08:49.859Z,8CBFEA879230,0,0,0.001083393464796245
2025-09-07T08:08:51.200Z,2025-09-07T08:08:50.859Z,8CBFEA879230,0,0,0
2025-09-07T08:08:52.200Z,2025-09-07T08:08:51.859Z,8CBFEA879230,0,0,0
2025-09-07T08:08:53.203Z,2025-09-07T08:08:52.860Z,8CBFEA879230,0,0,0
2025-09-07T08:08:54.206Z,2025-09-07T08:08:53.859Z,8CBFEA879230,0,0,0
2025-09-07T08:08:55.201Z,2025-09-07T08:08:54.859Z,8CBFEA879230,0,0,0.0014910909812897444
2025-09-07T08:08:56.202Z,2025-09-07T08:08:55.859Z,8CBFEA879230,0,0,0
2025-09-07T08:08:57.203Z,2025-09-07T08:08:56.859Z,8CBFEA879230,0,0,0.0068121179938316345
2025-09-07T08:08:58.205Z,2025-09-07T08:08:57.859Z,8CBFEA879230,0,0,0.003638138063251972
2025-09-07T08:08:59.199Z,2025-09-07T08:08:58.859Z,8CBFEA879230,0,0,0.0036891645286232233
2025-09-07T08:09:00.205Z,2025-09-07T08:08:59.859Z,8CBFEA879230,0,0,0.0024064951576292515
2025-09-07T08:09:01.210Z,2025-09-07T08:09:00.859Z,8CBFEA879230,0,0,0.0007817716104909778
2025-09-07T08:09:02.199Z,2025-09-07T08:09:01.859Z,8CBFEA879230,0,0,0
2025-09-07T08:09:03.199Z,2025-09-07T08:09:02.859Z,8CBFEA879230,0,0,0.000518474611453712
2025-09-07T08:09:04.199Z,2025-09-07T08:09:03.859Z,8CBFEA879230,0,0,0.0011436205822974443
2025-09-07T08:09:05.203Z,2025-09-07T08:09:04.859Z,8CBFEA879230,0,0,0.003094351850450039
2025-09-07T08:09:06.202Z,2025-09-07T08:09:05.859Z,8CBFEA879230,0,0,0.0014707098016515374
2025-09-07T08:09:07.206Z,2025-09-07T08:09:06.859Z,8CBFEA879230,0,0,0.0021294059697538614
2025-09-07T08:09:08.205Z,2025-09-07T08:09:07.859Z,8CBFEA879230,0,0,0
2025-09-07T08:09:09.208Z,2025-09-07T08:09:08.859Z,8CBFEA879230,0,0,0.000808393640909344
2025-09-07T08:09:10.203Z,2025-09-07T08:09:09.859Z,8CBFEA879230,0,0,0.0008351348224096
2025-09-07T08:09:11.203Z,2025-09-07T08:09:10.859Z,8CBFEA879230,0,0,0.0001518235367257148
2025-09-07T08:09:12.198Z,2025-09-07T08:09:11.859Z,8CBFEA879230,0,0,0.0013432264095172286
2025-09-07T08:09:13.201Z,2025-09-07T08:09:12.859Z,8CBFEA879230,0,0,0.0010420994367450476
2025-09-07T08:09:14.201Z,2025-09-07T08:09:13.859Z,8CBFEA879230,0,0,0.0011111701605841517
2025-09-07T08:09:15.200Z,2025-09-07T08:09:14.859Z,8CBFEA879230,0,0,0.004244378302246332
2025-09-07T08:09:16.217Z,2025-09-07T08:09:15.859Z,8CBFEA879230,0,0,0.003007786814123392
2025-09-07T08:09:17.203Z,2025-09-07T08:09:16.859Z,8CBFEA879230,0,0,0.00567603949457407
2025-09-07T08:09:18.210Z,2025-09-07T08:09:17.859Z,8CBFEA879230,0,0,0.008942403830587864
2025-09-07T08:09:19.206Z,2025-09-07T08:09:18.859Z,8CBFEA879230,0,0,0.018731791526079178
2025-09-07T08:09:20.198Z,2025-09-07T08:09:19.859Z,8CBFEA879230,0,0,0.014491170644760132
2025-09-07T08:09:21.200Z,2025-09-07T08:09:20.859Z,8CBFEA879230,0,0,0.017260568216443062
2025-09-07T08:09:22.203Z,2025-09-07T08:09:21.859Z,8CBFEA879230,0,0,0.016816772520542145
2025-09-07T08:09:23.200Z,2025-09-07T08:09:22.859Z,8CBFEA879230,0,0,0.013646476902067661
2025-09-07T08:09:24.209Z,2025-09-07T08:09:23.859Z,8CBFEA879230,0,0,0.012289880774915218
2025-09-07T08:09:25.209Z,2025-09-07T08:09:24.859Z,8CBFEA879230,0,0,0.01681922934949398
2025-09-07T08:09:26.201Z,2025-09-07T08:09:25.859Z,8CBFEA879230,0,0,0.017547674477100372
2025-09-07T08:09:27.199Z,2025-09-07T08:09:26.859Z,8CBFEA879230,0,0,0.01623903401196003
2025-09-07T08:09:28.204Z,2025-09-07T08:09:27.859Z,8CBFEA879230,0,0,0.017947765067219734
2025-09-07T08:09:29.201Z,2025-09-07T08:09:28.859Z,8CBFEA879230,0,0,0.020851263776421547
2025-09-07T08:09:30.208Z,2025-09-07T08:09:29.859Z,8CBFEA879230,0,0,0.01659262552857399
2025-09-07T08:09:31.197Z,2025-09-07T08:09:30.859Z,8CBFEA879230,0,0,0.015691068023443222
2025-09-07T08:09:32.203Z,2025-09-07T08:09:31.859Z,8CBFEA879230,0,0,0.013290933333337307
2025-09-07T08:09:33.203Z,2025-09-07T08:09:32.859Z,8CBFEA879230,0,0,0.019060080870985985
2025-09-07T08:09:34.203Z,2025-09-07T08:09:33.859Z,8CBFEA879230,0,0,0.024899298325181007
2025-09-07T08:09:35.200Z,2025-09-07T08:09:34.859Z,8CBFEA879230,0,0,0.009067715145647526
2025-09-07T08:09:36.204Z,2025-09-07T08:09:35.859Z,8CBFEA879230,0,0,0.014570670202374458
2025-09-07T08:09:37.201Z,2025-09-07T08:09:36.859Z,8CBFEA879230,0,0,0.011130424216389656
2025-09-07T08:09:38.202Z,2025-09-07T08:09:37.859Z,8CBFEA879230,0,0,0.015283187851309776
2025-09-07T08:09:39.200Z,2025-09-07T08:09:38.859Z,8CBFEA879230,0,0,0.00824962556362152
2025-09-07T08:09:40.200Z,2025-09-07T08:09:39.859Z,8CBFEA879230,0,0,0.010657458566129208
2025-09-07T08:09:41.208Z,2025-09-07T08:09:40.859Z,8CBFEA879230,0,0,0.010399962775409222
2025-09-07T08:09:42.198Z,2025-09-07T08:09:41.859Z,8CBFEA879230,0,0,0.0132758766412735
2025-09-07T08:09:43.203Z,2025-09-07T08:09:42.859Z,8CBFEA879230,0,0,0.01020085159689188
2025-09-07T08:09:44.202Z,2025-09-07T08:09:43.859Z,8CBFEA879230,0,0,0.012768536806106567
2025-09-07T08:09:45.205Z,2025-09-07T08:09:44.859Z,8CBFEA879230,0,0,0.011753278784453869
2025-09-07T08:09:46.201Z,2025-09-07T08:09:45.859Z,8CBFEA879230,0,0,0.008819906041026115
2025-09-07T08:09:47.206Z,2025-09-07T08:09:46.859Z,8CBFEA879230,0,0,0.010141568258404732
2025-09-07T08:09:48.208Z,2025-09-07T08:09:47.859Z,8CBFEA879230,0,0,0.014881346374750137
2025-09-07T08:09:49.200Z,2025-09-07T08:09:48.859Z,8CBFEA879230,0,0,0.01043633557856083
2025-09-07T08:09:50.198Z,2025-09-07T08:09:49.859Z,8CBFEA879230,0,0,0.00875484012067318
2025-09-07T08:09:51.203Z,2025-09-07T08:09:50.859Z,8CBFEA879230,0,0,0.006621712818741798
2025-09-07T08:09:52.201Z,2025-09-07T08:09:51.859Z,8CBFEA879230,0,0,0.00604092190042138
2025-09-07T08:09:53.204Z,2025-09-07T08:09:52.859Z,8CBFEA879230,0,0,0.009455828927457333
2025-09-07T08:09:54.206Z,2025-09-07T08:09:53.859Z,8CBFEA879230,4.608737468719482,3.84011459350586,0.2353011518716812
2025-09-07T08:09:55.200Z,2025-09-07T08:09:54.859Z,8CBFEA879230,4.463091850280762,3.867401123046875,0.18054132163524628
2025-09-07T08:09:56.200Z,2025-09-07T08:09:55.859Z,8CBFEA879230,4.290746688842773,3.9254724979400635,0.0637657046318054
2025-09-07T08:09:57.199Z,2025-09-07T08:09:56.859Z,8CBFEA879230,4.105772018432617,3.7868127822875977,0.00632893480360508
2025-09-07T08:09:58.200Z,2025-09-07T08:09:57.859Z,8CBFEA879230,3.77905797958374,3.5484330654144287,0.010190092958509922
2025-09-07T08:09:59.199Z,2025-09-07T08:09:58.859Z,8CBFEA879230,3.80113697052002,3.5517771244049072,0.00862310454249382
2025-09-07T08:10:00.200Z,2025-09-07T08:09:59.859Z,8CBFEA879230,3.57938027381897,3.352891683578491,0.010264268144965172
2025-09-07T08:10:01.200Z,2025-09-07T08:10:00.859Z,8CBFEA879230,3.46405577659607,3.247711658477783,0.00881842989474535
2025-09-07T08:10:02.199Z,2025-09-07T08:10:01.859Z,8CBFEA879230,3.364307165145874,3.174403667449951,0.0068619344383478165
2025-09-07T08:10:03.200Z,2025-09-07T08:10:02.859Z,8CBFEA879230,3.3235275745391846,3.12411904335022,0.010647864080965519
2025-09-07T08:10:04.204Z,2025-09-07T08:10:03.859Z,8CBFEA879230,3.2864232063293457,3.02488374710083,0.00912200380116701
2025-09-07T08:10:05.198Z,2025-09-07T08:10:04.859Z,8CBFEA879230,3.283994674682617,2.9562573432922363,0.006583516485989094
2025-09-07T08:10:06.208Z,2025-09-07T08:10:05.859Z,8CBFEA879230,0,0,0.010350375436246395
2025-09-07T08:10:07.200Z,2025-09-07T08:10:06.859Z,8CBFEA879230,0,0,0.0070301988162100315
2025-09-07T08:10:08.200Z,2025-09-07T08:10:07.859Z,8CBFEA879230,0,0,0.00903244223445654
2025-09-07T08:10:09.200Z,2025-09-07T08:10:08.859Z,8CBFEA879230,0,0,0.010741082020103931
2025-09-07T08:10:10.202Z,2025-09-07T08:10:09.859Z,8CBFEA879230,0,0,0.008638912811875343
2025-09-07T08:10:11.204Z,2025-09-07T08:10:10.859Z,8CBFEA879230,0,0,0.005803706124424934
2025-09-07T08:10:12.199Z,2025-09-07T08:10:11.859Z,8CBFEA879230,0,0,0.006092167925089598
2025-09-07T08:10:13.202Z,2025-09-07T08:10:12.859Z,8CBFEA879230,0,0,0.0064254156313836575
2025-09-07T08:10:14.200Z,2025-09-07T08:10:13.859Z,8CBFEA879230,0,0,0.005296631716191769
2025-09-07T08:10:15.203Z,2025-09-07T08:10:14.859Z,8CBFEA879230,0,0,0.009235603734850883
2025-09-07T08:10:16.198Z,2025-09-07T08:10:15.859Z,8CBFEA879230,0,0,0.00954623334109783
2025-09-07T08:10:17.199Z,2025-09-07T08:10:16.859Z,8CBFEA879230,0,0,0.004839190747588873
2025-09-07T08:10:18.201Z,2025-09-07T08:10:17.859Z,8CBFEA879230,0,0,0
2025-09-07T08:10:19.274Z,2025-09-07T08:10:18.859Z,8CBFEA879230,0,0,0.00348636950366199
2025-09-07T08:10:20.198Z,2025-09-07T08:10:19.859Z,8CBFEA879230,0,0,0.003246340434998274
2025-09-07T08:10:21.203Z,2025-09-07T08:10:20.859Z,8CBFEA879230,0,0,0.003739310894161463
2025-09-07T08:10:22.203Z,2025-09-07T08:10:21.859Z,8CBFEA879230,0,0,0.00342033221386373
