server_timestamp,esp32_timestamp,temp_deviceId,current_deviceId,temp1,temp2,temp3,current1,current2,current3,devTemp,devHumi
2025-09-06T06:31:43.182Z,2025-09-06T06:31:43.151Z,1020BA593DC0,8CBFEA879230,31.65176010131836,-999,-999,11.243552207946777,11.384697914123535,11.321399688720703,27.128250122070312,39.11955261230469
2025-09-06T06:31:44.218Z,2025-09-06T06:31:44.151Z,1020BA593DC0,8CBFEA879230,32.0010871887207,-999,-999,11.245537757873535,11.387432098388672,11.332441329956055,27.128250122070312,39.11955261230469
2025-09-06T06:31:45.218Z,2025-09-06T06:31:45.151Z,1020BA593DC0,8CBFEA879230,32.0010871887207,-999,-999,11.244172096252441,11.392010688781738,11.330011367797852,27.128250122070312,39.04325866699219
2025-09-06T06:31:46.217Z,2025-09-06T06:31:46.151Z,1020BA593DC0,8CBFEA879230,32.297645568847656,-999,-999,11.240508079528809,11.407102584838867,11.326236724853516,27.128250122070312,39.04325866699219
2025-09-06T06:31:47.219Z,2025-09-06T06:31:47.151Z,1020BA593DC0,8CBFEA879230,32.297645568847656,-999,-999,11.239888191223145,11.391372680664062,11.322574615478516,27.149612426757812,39.06919860839844
2025-09-06T06:31:48.220Z,2025-09-06T06:31:48.151Z,1020BA593DC0,8CBFEA879230,31.683879852294922,-999,-999,11.238208770751953,11.388283729553223,11.322251319885254,27.149612426757812,39.06919860839844
2025-09-06T06:31:49.220Z,2025-09-06T06:31:49.151Z,1020BA593DC0,8CBFEA879230,31.683879852294922,-999,-999,11.236968040466309,11.388120651245117,11.323163986206055,27.170974731445312,39.07225036621094
2025-09-06T06:31:50.216Z,2025-09-06T06:31:50.151Z,1020BA593DC0,8CBFEA879230,31.5782356262207,-999,-999,11.23567008972168,11.389885902404785,11.321887016296387,27.170974731445312,39.07225036621094
2025-09-06T06:31:51.217Z,2025-09-06T06:31:51.151Z,1020BA593DC0,8CBFEA879230,31.5782356262207,-999,-999,11.230001449584961,11.38820743560791,11.32343578338623,27.170974731445312,39.08750915527344
2025-09-06T06:31:52.216Z,2025-09-06T06:31:52.151Z,1020BA593DC0,8CBFEA879230,31.780094146728516,-999,-999,11.232542991638184,11.39097785949707,11.326638221740723,27.170974731445312,39.08750915527344
2025-09-06T06:31:53.217Z,2025-09-06T06:31:53.151Z,1020BA593DC0,8CBFEA879230,31.780094146728516,-999,-999,11.228002548217773,11.388648986816406,11.322588920593262,27.170974731445312,39.12565612792969
2025-09-06T06:31:54.217Z,2025-09-06T06:31:54.151Z,1020BA593DC0,8CBFEA879230,31.547698974609375,-999,-999,11.232778549194336,11.400821685791016,11.333749771118164,27.170974731445312,39.12565612792969
2025-09-06T06:31:55.221Z,2025-09-06T06:31:55.151Z,1020BA593DC0,8CBFEA879230,31.547698974609375,-999,-999,11.227232933044434,11.390064239501953,11.316932678222656,27.170974731445312,39.21721267700195
2025-09-06T06:31:56.216Z,2025-09-06T06:31:56.151Z,1020BA593DC0,8CBFEA879230,31.6749382019043,-999,-999,11.222297668457031,11.389184951782227,11.345096588134766,27.170974731445312,39.21721267700195
2025-09-06T06:31:57.218Z,2025-09-06T06:31:57.151Z,1020BA593DC0,8CBFEA879230,31.6749382019043,-999,-999,11.216925621032715,11.391144752502441,11.33314323425293,27.170974731445312,39.25688552856445
2025-09-06T06:31:58.217Z,2025-09-06T06:31:58.151Z,1020BA593DC0,8CBFEA879230,31.744150161743164,-999,-999,11.22938346862793,11.385908126831055,11.322098731994629,27.170974731445312,39.25688552856445
2025-09-06T06:31:59.219Z,2025-09-06T06:31:59.151Z,1020BA593DC0,8CBFEA879230,31.744150161743164,-999,-999,11.22095012664795,11.38936996459961,11.32916259765625,27.170974731445312,39.2401008605957
2025-09-06T06:32:00.243Z,2025-09-06T06:32:00.151Z,1020BA593DC0,8CBFEA879230,31.761510848999023,-999,-999,11.208223342895508,11.392354965209961,11.334854125976562,27.170974731445312,39.2401008605957
2025-09-06T06:32:01.216Z,2025-09-06T06:32:01.151Z,1020BA593DC0,8CBFEA879230,31.761510848999023,-999,-999,11.201053619384766,11.388575553894043,11.34351634979248,27.170974731445312,39.1943244934082
2025-09-06T06:32:02.217Z,2025-09-06T06:32:02.151Z,1020BA593DC0,8CBFEA879230,32.34553146362305,-999,-999,11.202667236328125,11.390510559082031,11.348054885864258,27.170974731445312,39.1943244934082
