server_timestamp,esp32_timestamp,deviceId,sensor1,sensor2,sensor3
2025-09-06T06:31:42.513Z,2025-09-06T06:31:42.138Z,8CBFEA879230,11.248308181762695,11.387394905090332,11.324058532714844
2025-09-06T06:31:43.538Z,2025-09-06T06:31:43.138Z,8CBFEA879230,11.243552207946777,11.384697914123535,11.321399688720703
2025-09-06T06:31:44.541Z,2025-09-06T06:31:44.138Z,8CBFEA879230,11.245537757873535,11.387432098388672,11.332441329956055
2025-09-06T06:31:45.542Z,2025-09-06T06:31:45.138Z,8CBFEA879230,11.244172096252441,11.392010688781738,11.330011367797852
2025-09-06T06:31:46.541Z,2025-09-06T06:31:46.138Z,8CBFEA879230,11.240508079528809,11.407102584838867,11.326236724853516
2025-09-06T06:31:47.540Z,2025-09-06T06:31:47.138Z,8CBFEA879230,11.239888191223145,11.391372680664062,11.322574615478516
2025-09-06T06:31:48.540Z,2025-09-06T06:31:48.138Z,8CBFEA879230,11.238208770751953,11.388283729553223,11.322251319885254
2025-09-06T06:31:49.545Z,2025-09-06T06:31:49.138Z,8CBFEA879230,11.236968040466309,11.388120651245117,11.323163986206055
2025-09-06T06:31:50.540Z,2025-09-06T06:31:50.138Z,8CBFEA879230,11.23567008972168,11.389885902404785,11.321887016296387
2025-09-06T06:31:51.539Z,2025-09-06T06:31:51.138Z,8CBFEA879230,11.230001449584961,11.38820743560791,11.32343578338623
2025-09-06T06:31:52.538Z,2025-09-06T06:31:52.138Z,8CBFEA879230,11.232542991638184,11.39097785949707,11.326638221740723
2025-09-06T06:31:53.544Z,2025-09-06T06:31:53.138Z,8CBFEA879230,11.228002548217773,11.388648986816406,11.322588920593262
2025-09-06T06:31:54.549Z,2025-09-06T06:31:54.138Z,8CBFEA879230,11.232778549194336,11.400821685791016,11.333749771118164
2025-09-06T06:31:55.541Z,2025-09-06T06:31:55.138Z,8CBFEA879230,11.227232933044434,11.390064239501953,11.316932678222656
2025-09-06T06:31:56.543Z,2025-09-06T06:31:56.138Z,8CBFEA879230,11.222297668457031,11.389184951782227,11.345096588134766
2025-09-06T06:31:57.538Z,2025-09-06T06:31:57.138Z,8CBFEA879230,11.216925621032715,11.391144752502441,11.33314323425293
2025-09-06T06:31:58.549Z,2025-09-06T06:31:58.139Z,8CBFEA879230,11.22938346862793,11.385908126831055,11.322098731994629
2025-09-06T06:31:59.552Z,2025-09-06T06:31:59.138Z,8CBFEA879230,11.22095012664795,11.38936996459961,11.32916259765625
2025-09-06T06:32:00.539Z,2025-09-06T06:32:00.138Z,8CBFEA879230,11.208223342895508,11.392354965209961,11.334854125976562
2025-09-06T06:32:01.541Z,2025-09-06T06:32:01.138Z,8CBFEA879230,11.201053619384766,11.388575553894043,11.34351634979248
2025-09-06T06:32:02.542Z,2025-09-06T06:32:02.138Z,8CBFEA879230,11.202667236328125,11.390510559082031,11.348054885864258
2025-09-06T06:32:03.541Z,2025-09-06T06:32:03.138Z,8CBFEA879230,11.202881813049316,11.389451026916504,11.34655475616455
2025-09-06T06:32:04.547Z,2025-09-06T06:32:04.138Z,8CBFEA879230,11.20065689086914,11.39189338684082,11.35185432434082
2025-09-06T06:32:05.539Z,2025-09-06T06:32:05.138Z,8CBFEA879230,11.204818725585938,11.392008781433105,11.358320236206055
2025-09-06T06:32:06.544Z,2025-09-06T06:32:06.138Z,8CBFEA879230,11.200675964355469,11.39037799835205,11.354790687561035
2025-09-06T06:32:07.545Z,2025-09-06T06:32:07.138Z,8CBFEA879230,11.203697204589844,11.394960403442383,11.361499786376953
2025-09-06T06:32:08.541Z,2025-09-06T06:32:08.138Z,8CBFEA879230,11.206482887268066,11.394994735717773,11.358110427856445
2025-09-06T06:32:09.542Z,2025-09-06T06:32:09.138Z,8CBFEA879230,11.201334953308105,11.397079467773438,11.3612699508667
2025-09-06T06:32:10.552Z,2025-09-06T06:32:10.138Z,8CBFEA879230,11.20517635345459,11.404191970825195,11.36432933807373
2025-09-06T06:32:11.546Z,2025-09-06T06:32:11.138Z,8CBFEA879230,11.2035551071167,11.400713920593262,11.360030174255371
2025-09-06T06:32:12.546Z,2025-09-06T06:32:12.138Z,8CBFEA879230,11.20496654510498,11.407124519348145,11.333860397338867
2025-09-06T06:32:13.542Z,2025-09-06T06:32:13.138Z,8CBFEA879230,11.205609321594238,11.411852836608887,11.358887672424316
2025-09-06T06:32:14.539Z,2025-09-06T06:32:14.138Z,8CBFEA879230,11.200284957885742,11.410837173461914,11.358619689941406
2025-09-06T06:32:15.541Z,2025-09-06T06:32:15.138Z,8CBFEA879230,11.204451560974121,11.41529369354248,11.358063697814941
2025-09-06T06:32:16.541Z,2025-09-06T06:32:16.138Z,8CBFEA879230,11.20199966430664,11.414335250854492,11.356735229492188
2025-09-06T06:32:17.544Z,2025-09-06T06:32:17.138Z,8CBFEA879230,11.202957153320312,11.419266700744629,11.348611831665039
