server_timestamp,esp32_timestamp,temp_deviceId,current_deviceId,temp1,temp2,temp3,current1,current2,current3,devTemp,devHumi
2025-09-07T08:08:45.533Z,2025-09-07T08:08:45.511Z,1020BA593DC0,8CBFEA879230,30.52842903137207,31.174354553222656,31.224384307861328,-999,-999,0.00659513659775257,27.363243103027344,70.5790786743164
2025-09-07T08:08:46.531Z,2025-09-07T08:08:46.511Z,1020BA593DC0,8CBFEA879230,30.52842903137207,31.174354553222656,31.224384307861328,-999,-999,0.0047455416060984135,27.424659729003906,70.54703521728516
2025-09-07T08:08:47.526Z,2025-09-07T08:08:47.511Z,1020BA593DC0,8CBFEA879230,30.537067413330078,31.187549591064453,31.21978187561035,-999,-999,-999,27.424659729003906,70.54703521728516
2025-09-07T08:08:48.637Z,2025-09-07T08:08:48.511Z,1020BA593DC0,8CBFEA879230,30.537067413330078,31.187549591064453,31.21978187561035,-999,-999,0.0033926379401236773,27.424659729003906,70.4783706665039
2025-09-07T08:08:49.526Z,2025-09-07T08:08:49.511Z,1020BA593DC0,8CBFEA879230,30.498598098754883,31.19599723815918,31.233667373657227,-999,-999,0.001083393464796245,27.424659729003906,70.4783706665039
2025-09-07T08:08:50.534Z,2025-09-07T08:08:50.511Z,1020BA593DC0,8CBFEA879230,30.498598098754883,31.19599723815918,31.233667373657227,-999,-999,-999,27.488746643066406,70.44632720947266
2025-09-07T08:08:51.525Z,2025-09-07T08:08:51.511Z,1020BA593DC0,8CBFEA879230,30.54686737060547,31.19963836669922,31.222509384155273,-999,-999,-999,27.488746643066406,70.44632720947266
2025-09-07T08:08:52.527Z,2025-09-07T08:08:52.511Z,1020BA593DC0,8CBFEA879230,30.54686737060547,31.19963836669922,31.222509384155273,-999,-999,-999,27.510108947753906,70.4203872680664
2025-09-07T08:08:53.652Z,2025-09-07T08:08:53.511Z,1020BA593DC0,8CBFEA879230,30.474855422973633,31.216856002807617,31.209436416625977,-999,-999,-999,27.510108947753906,70.4203872680664
2025-09-07T08:08:54.588Z,2025-09-07T08:08:54.511Z,1020BA593DC0,8CBFEA879230,30.474855422973633,31.216856002807617,31.209436416625977,-999,-999,0.0014910909812897444,27.531471252441406,70.3868179321289
2025-09-07T08:08:59.492Z,2025-09-07T08:08:55.511Z,1020BA593DC0,8CBFEA879230,30.53879165649414,31.214885711669922,31.220870971679688,-999,-999,-999,27.531471252441406,70.3868179321289
2025-09-07T08:08:59.529Z,2025-09-07T08:08:59.534Z,1020BA593DC0,8CBFEA879230,30.53879165649414,31.214885711669922,31.220870971679688,-999,-999,0.0036891645286232233,27.531471252441406,70.3624038696289
2025-09-07T08:08:59.605Z,2025-09-07T08:08:59.596Z,1020BA593DC0,8CBFEA879230,30.56273651123047,31.211618423461914,31.2039909362793,-999,-999,0.0024064951576292515,27.531471252441406,70.3624038696289
2025-09-07T08:09:00.604Z,2025-09-07T08:09:00.589Z,1020BA593DC0,8CBFEA879230,30.5124454498291,31.221492767333984,31.22329330444336,-999,-999,0.0007817716104909778,27.616920471191406,70.29679107666016
2025-09-07T08:09:01.607Z,2025-09-07T08:09:01.595Z,1020BA593DC0,8CBFEA879230,30.505455017089844,31.2152271270752,31.201814651489258,-999,-999,-999,27.616920471191406,70.29068756103516
2025-09-07T08:09:02.561Z,2025-09-07T08:09:02.511Z,1020BA593DC0,8CBFEA879230,30.57189178466797,31.229808807373047,31.229040145874023,-999,-999,0.000518474611453712,27.616920471191406,70.29068756103516
2025-09-07T08:09:03.529Z,2025-09-07T08:09:03.511Z,1020BA593DC0,8CBFEA879230,30.57189178466797,31.229808807373047,31.229040145874023,-999,-999,0.0011436205822974443,27.638290405273438,70.27542877197266
2025-09-07T08:09:04.522Z,2025-09-07T08:09:04.511Z,1020BA593DC0,8CBFEA879230,30.55162811279297,31.289016723632812,31.264158248901367,-999,-999,0.003094351850450039,27.638290405273438,70.27542877197266
2025-09-07T08:09:05.544Z,2025-09-07T08:09:05.511Z,1020BA593DC0,8CBFEA879230,30.55162811279297,31.289016723632812,31.264158248901367,-999,-999,0.0014707098016515374,27.659652709960938,70.2739028930664
2025-09-07T08:09:06.541Z,2025-09-07T08:09:06.511Z,1020BA593DC0,8CBFEA879230,30.567649841308594,31.225658416748047,31.2344913482666,-999,-999,0.0021294059697538614,27.659652709960938,70.2739028930664
2025-09-07T08:09:07.533Z,2025-09-07T08:09:07.511Z,1020BA593DC0,8CBFEA879230,30.567649841308594,31.225658416748047,31.2344913482666,-999,-999,-999,27.681015014648438,70.2769546508789
2025-09-07T08:09:08.534Z,2025-09-07T08:09:08.511Z,1020BA593DC0,8CBFEA879230,30.568212509155273,31.221466064453125,31.220884323120117,-999,-999,0.000808393640909344,27.681015014648438,70.2769546508789
2025-09-07T08:09:09.533Z,2025-09-07T08:09:09.511Z,1020BA593DC0,8CBFEA879230,30.568212509155273,31.221466064453125,31.220884323120117,-999,-999,0.0008351348224096,27.702377319335938,70.2739028930664
2025-09-07T08:09:10.550Z,2025-09-07T08:09:10.511Z,1020BA593DC0,8CBFEA879230,30.551420211791992,31.24994468688965,31.22903823852539,-999,-999,0.0001518235367257148,27.702377319335938,70.2739028930664
2025-09-07T08:09:11.533Z,2025-09-07T08:09:11.511Z,1020BA593DC0,8CBFEA879230,30.551420211791992,31.24994468688965,31.22903823852539,-999,-999,0.0013432264095172286,27.742431640625,70.27542877197266
2025-09-07T08:09:12.534Z,2025-09-07T08:09:12.511Z,1020BA593DC0,8CBFEA879230,30.606416702270508,31.25240707397461,31.253005981445312,-999,-999,0.0010420994367450476,27.742431640625,70.27542877197266
